user_id,learning_path_id,total_certifications,total_courses_assigned,average_rating,average_rating_bin
222,11,1,1,84.0,81-90
222,13,1,2,75.5,71-80
222,15,2,2,87.0,81-90
222,16,1,1,85.0,81-90
222,17,1,1,95.0,91-100
223,2,2,4,79.25,71-80
223,6,2,2,80.0,81-90
223,7,0,1,72.0,71-80
223,8,1,1,78.0,71-80
223,11,0,1,64.0,61-70
223,13,1,2,78.5,71-80
223,16,2,2,79.5,71-80
223,17,0,1,71.0,71-80
223,19,1,1,84.0,81-90
224,2,3,4,79.0,71-80
224,7,1,1,79.0,71-80
224,12,2,2,83.5,81-90
224,17,1,1,83.0,81-90
224,18,1,1,82.0,81-90
224,20,1,1,85.0,81-90
225,2,3,4,80.0,81-90
225,5,0,1,77.0,71-80
225,6,1,1,90.0,91-100
225,8,1,1,91.0,91-100
225,11,1,2,75.0,71-80
225,12,0,1,71.0,71-80
225,15,0,1,71.0,71-80
225,17,1,2,76.5,71-80
225,18,1,1,77.0,71-80
226,1,1,2,80.0,81-90
226,2,4,4,84.25,81-90
226,5,1,1,78.0,71-80
226,6,1,1,85.0,81-90
226,9,1,1,78.0,71-80
226,10,0,1,74.0,71-80
226,17,1,2,81.5,81-90
227,2,3,4,77.0,71-80
227,3,1,1,87.0,81-90
227,5,0,1,70.0,71-80
227,8,1,1,81.0,81-90
227,10,1,1,89.0,81-90
227,17,0,1,68.0,61-70
227,18,0,1,69.0,61-70
228,2,4,5,78.8,71-80
228,3,1,1,87.0,81-90
228,5,1,1,79.0,71-80
228,7,1,1,85.0,81-90
228,8,1,1,77.0,71-80
228,9,0,1,73.0,71-80
228,11,1,1,81.0,81-90
228,14,1,1,77.0,71-80
228,17,2,2,80.5,81-90
228,19,1,1,89.0,81-90
229,2,2,5,78.8,71-80
229,5,1,2,75.0,71-80
229,7,1,1,84.0,81-90
229,9,0,2,72.0,71-80
229,11,1,1,80.0,81-90
229,12,1,2,75.0,71-80
229,17,1,1,89.0,81-90
229,19,0,1,68.0,61-70
230,1,1,2,81.5,81-90
230,2,4,4,86.75,81-90
230,3,0,1,71.0,71-80
230,7,0,1,76.0,71-80
230,8,0,1,74.0,71-80
230,9,1,1,84.0,81-90
230,13,1,1,82.0,81-90
230,14,1,1,87.0,81-90
230,15,1,1,80.0,81-90
230,17,0,1,71.0,71-80
230,20,1,1,84.0,81-90
231,2,4,4,85.75,81-90
231,4,0,1,76.0,71-80
231,6,1,1,84.0,81-90
231,7,1,1,85.0,81-90
231,13,1,1,84.0,81-90
231,16,1,1,84.0,81-90
231,17,1,1,78.0,71-80
231,18,1,1,91.0,91-100
231,19,1,1,88.0,81-90
231,20,1,1,94.0,91-100
232,1,0,1,73.0,71-80
232,2,2,4,76.25,71-80
232,4,1,1,87.0,81-90
232,5,1,1,82.0,81-90
232,7,0,1,76.0,71-80
232,8,0,1,74.0,71-80
232,11,1,1,82.0,81-90
232,14,1,1,79.0,71-80
232,15,1,1,92.0,91-100
232,17,1,1,82.0,81-90
232,18,0,1,69.0,61-70
233,1,0,1,71.0,71-80
233,2,4,5,84.0,81-90
233,4,0,1,67.0,61-70
233,9,2,2,78.5,71-80
233,11,0,1,72.0,71-80
233,13,1,1,83.0,81-90
233,17,1,1,87.0,81-90
233,18,0,1,72.0,71-80
233,20,1,1,87.0,81-90
234,2,2,4,79.5,71-80
234,9,1,1,80.0,81-90
234,14,1,1,91.0,91-100
234,15,1,1,81.0,81-90
234,17,2,2,79.5,71-80
234,19,1,1,76.0,71-80
235,2,3,5,81.6,81-90
235,3,0,1,77.0,71-80
235,8,1,1,89.0,81-90
235,10,1,1,78.0,71-80
235,11,2,2,89.5,81-90
235,15,0,1,69.0,61-70
235,17,1,1,87.0,81-90
235,18,1,1,80.0,81-90
235,19,1,1,93.0,91-100
236,1,1,2,80.0,81-90
236,2,3,3,87.0,81-90
236,9,0,1,71.0,71-80
236,12,0,1,67.0,61-70
236,14,0,1,70.0,71-80
236,15,1,1,82.0,81-90
236,17,1,1,84.0,81-90
237,1,1,1,78.0,71-80
237,2,3,4,81.0,81-90
237,8,1,1,83.0,81-90
237,11,1,2,82.5,81-90
237,13,0,1,73.0,71-80
237,14,1,2,80.0,81-90
237,15,1,1,87.0,81-90
237,17,1,1,80.0,81-90
237,20,1,1,87.0,81-90
238,1,1,1,78.0,71-80
238,2,0,3,72.0,71-80
238,3,0,1,74.0,71-80
238,4,1,1,84.0,81-90
238,12,0,2,73.0,71-80
238,13,1,1,86.0,81-90
238,15,2,2,85.5,81-90
238,17,1,1,77.0,71-80
239,1,1,1,81.0,81-90
239,2,6,7,78.86,71-80
239,4,1,1,83.0,81-90
239,6,0,1,66.0,61-70
239,15,1,1,94.0,91-100
239,16,1,1,88.0,81-90
239,17,0,1,75.0,71-80
239,20,0,1,66.0,61-70
240,2,5,5,83.2,81-90
240,6,1,2,76.0,71-80
240,8,1,1,82.0,81-90
240,11,1,1,79.0,71-80
240,12,1,1,78.0,71-80
240,13,2,2,89.5,81-90
240,14,1,1,84.0,81-90
240,17,1,1,82.0,81-90
241,1,1,1,76.0,71-80
241,2,3,4,83.25,81-90
241,3,1,1,96.0,91-100
241,5,1,2,71.5,71-80
241,12,1,1,87.0,81-90
241,14,1,1,87.0,81-90
241,15,1,2,74.5,71-80
241,16,1,1,96.0,91-100
241,17,1,1,93.0,91-100
242,2,3,4,80.5,81-90
242,3,1,1,81.0,81-90
242,5,1,1,81.0,81-90
242,7,1,1,79.0,71-80
242,8,1,1,84.0,81-90
242,9,0,1,72.0,71-80
242,10,0,1,77.0,71-80
242,15,1,1,81.0,81-90
242,17,0,1,73.0,71-80
242,20,1,1,77.0,71-80
243,1,0,1,70.0,71-80
243,2,3,5,79.0,71-80
243,5,1,1,78.0,71-80
243,9,1,1,78.0,71-80
243,10,1,1,80.0,81-90
243,15,1,1,78.0,71-80
243,17,1,1,79.0,71-80
243,20,1,1,96.0,91-100
244,2,5,5,81.8,81-90
244,9,1,1,76.0,71-80
244,10,1,1,82.0,81-90
244,12,1,1,78.0,71-80
244,14,1,1,80.0,81-90
244,16,1,1,92.0,91-100
244,17,2,2,82.5,81-90
244,18,1,1,77.0,71-80
245,2,1,4,76.5,71-80
245,5,1,1,86.0,81-90
245,6,1,1,81.0,81-90
245,8,1,1,80.0,81-90
245,13,0,1,65.0,61-70
245,14,1,1,89.0,81-90
245,15,0,1,68.0,61-70
245,17,0,1,64.0,61-70
246,2,4,4,82.25,81-90
246,4,1,1,90.0,91-100
246,6,2,2,79.5,71-80
246,8,0,1,70.0,71-80
246,11,1,1,85.0,81-90
246,16,1,1,87.0,81-90
246,17,1,1,92.0,91-100
247,2,2,4,80.0,81-90
247,6,1,1,92.0,91-100
247,11,0,1,76.0,71-80
247,12,0,1,68.0,61-70
247,13,1,1,82.0,81-90
247,17,1,2,80.5,81-90
247,19,1,2,80.5,81-90
247,20,2,2,86.5,81-90
248,2,3,4,83.25,81-90
248,4,1,1,86.0,81-90
248,6,1,2,74.5,71-80
248,9,1,1,88.0,81-90
248,11,0,1,74.0,71-80
248,14,1,1,83.0,81-90
248,16,1,1,89.0,81-90
248,17,0,1,72.0,71-80
248,18,1,1,83.0,81-90
248,19,1,1,90.0,91-100
249,1,1,1,83.0,81-90
249,2,2,5,76.6,71-80
249,6,1,1,78.0,71-80
249,8,1,1,80.0,81-90
249,10,0,1,74.0,71-80
249,14,1,1,90.0,91-100
249,16,1,1,83.0,81-90
249,17,1,1,85.0,81-90
250,1,0,1,75.0,71-80
250,2,3,4,77.25,71-80
250,3,1,2,76.5,71-80
250,5,0,2,73.5,71-80
250,6,1,1,95.0,91-100
250,17,2,2,88.5,81-90
251,1,1,1,85.0,81-90
251,2,4,4,81.75,81-90
251,4,0,1,70.0,71-80
251,5,2,2,93.0,91-100
251,6,1,2,77.5,71-80
251,8,0,1,67.0,61-70
251,9,2,2,87.5,81-90
251,13,1,1,80.0,81-90
251,17,1,1,83.0,81-90
252,2,4,5,85.2,81-90
252,3,0,1,72.0,71-80
252,7,1,1,84.0,81-90
252,10,1,1,86.0,81-90
252,11,0,1,68.0,61-70
252,12,1,1,78.0,71-80
252,17,1,1,84.0,81-90
252,18,1,1,78.0,71-80
253,1,1,1,78.0,71-80
253,2,1,4,71.5,71-80
253,10,1,2,80.0,81-90
253,11,0,1,66.0,61-70
253,14,1,1,84.0,81-90
253,15,1,1,90.0,91-100
253,16,1,1,94.0,91-100
253,17,1,1,90.0,91-100
254,1,1,2,81.5,81-90
254,2,4,5,84.0,81-90
254,4,0,1,70.0,71-80
254,6,0,1,66.0,61-70
254,7,1,1,84.0,81-90
254,11,0,1,67.0,61-70
254,14,1,1,84.0,81-90
254,17,0,1,75.0,71-80
255,2,1,3,74.0,71-80
255,4,1,1,93.0,91-100
255,5,1,1,86.0,81-90
255,6,1,2,76.5,71-80
255,7,1,1,83.0,81-90
255,15,0,1,71.0,71-80
255,16,0,1,75.0,71-80
255,17,1,1,91.0,91-100
255,18,1,1,90.0,91-100
255,19,0,1,69.0,61-70
255,20,1,1,81.0,81-90
256,2,1,3,75.67,71-80
256,7,0,1,70.0,71-80
256,10,1,1,85.0,81-90
256,11,0,2,70.0,71-80
256,15,1,1,82.0,81-90
256,17,3,3,86.0,81-90
256,19,0,1,70.0,71-80
257,2,4,4,83.5,81-90
257,4,0,1,71.0,71-80
257,6,1,1,92.0,91-100
257,7,0,1,65.0,61-70
257,8,1,1,89.0,81-90
257,9,1,1,85.0,81-90
257,17,1,1,81.0,81-90
257,19,1,1,78.0,71-80
257,20,1,1,84.0,81-90
258,1,1,1,81.0,81-90
258,2,1,4,74.5,71-80
258,3,2,2,78.5,71-80
258,5,1,1,86.0,81-90
258,7,1,1,81.0,81-90
258,9,2,2,80.0,81-90
258,12,1,1,81.0,81-90
258,16,0,2,72.0,71-80
258,17,1,1,92.0,91-100
259,2,3,4,80.0,81-90
259,4,1,1,83.0,81-90
259,8,1,2,80.0,81-90
259,10,1,1,84.0,81-90
259,13,0,1,76.0,71-80
259,14,1,2,71.0,71-80
259,17,2,2,92.0,91-100
259,19,0,1,69.0,61-70
260,2,2,4,77.5,71-80
260,3,0,2,75.5,71-80
260,11,1,1,77.0,71-80
260,12,0,1,73.0,71-80
260,15,1,2,76.5,71-80
260,17,1,1,90.0,91-100
260,20,1,1,84.0,81-90
261,2,4,4,90.0,91-100
261,5,1,1,86.0,81-90
261,9,1,1,78.0,71-80
261,10,1,2,84.0,81-90
261,11,1,1,79.0,71-80
261,13,0,1,74.0,71-80
261,16,1,1,80.0,81-90
261,17,1,1,77.0,71-80
261,18,1,1,80.0,81-90
261,20,0,1,67.0,61-70
262,2,2,4,73.75,71-80
262,6,1,1,84.0,81-90
262,10,0,1,74.0,71-80
262,17,0,1,76.0,71-80
262,18,1,1,76.0,71-80
262,19,1,1,78.0,71-80
262,20,0,1,73.0,71-80
263,2,3,4,81.75,81-90
263,6,0,1,73.0,71-80
263,8,1,1,81.0,81-90
263,9,0,1,72.0,71-80
263,11,1,1,88.0,81-90
263,17,1,2,75.5,71-80
264,1,1,1,86.0,81-90
264,2,2,4,76.5,71-80
264,9,0,1,68.0,61-70
264,13,1,1,78.0,71-80
264,14,1,1,76.0,71-80
264,17,0,1,65.0,61-70
264,18,1,1,86.0,81-90
265,2,3,4,79.25,71-80
265,4,0,1,73.0,71-80
265,7,3,3,84.33,81-90
265,9,0,1,76.0,71-80
265,11,0,1,66.0,61-70
265,17,0,1,69.0,61-70
266,2,2,3,85.67,81-90
266,7,2,2,88.0,81-90
266,9,0,1,74.0,71-80
266,10,1,1,78.0,71-80
266,12,0,1,64.0,61-70
266,15,1,1,77.0,71-80
266,17,2,2,84.5,81-90
266,18,1,2,76.0,71-80
266,19,2,2,83.5,81-90
267,1,1,1,89.0,81-90
267,2,4,4,83.25,81-90
267,3,1,1,85.0,81-90
267,4,0,2,73.5,71-80
267,5,1,1,84.0,81-90
267,9,0,1,76.0,71-80
267,10,0,1,72.0,71-80
267,11,1,1,79.0,71-80
267,12,1,1,87.0,81-90
267,16,1,1,83.0,81-90
267,17,1,1,79.0,71-80
268,1,1,1,78.0,71-80
268,2,4,5,81.4,81-90
268,5,1,1,85.0,81-90
268,9,0,1,67.0,61-70
268,11,2,2,86.5,81-90
268,12,0,1,69.0,61-70
268,15,1,2,72.5,71-80
268,16,1,1,80.0,81-90
268,17,1,1,76.0,71-80
269,2,2,3,77.33,71-80
269,3,1,2,76.5,71-80
269,6,1,1,85.0,81-90
269,8,1,1,82.0,81-90
269,9,0,1,73.0,71-80
269,10,1,1,80.0,81-90
269,11,1,1,77.0,71-80
269,13,0,1,70.0,71-80
269,15,1,1,80.0,81-90
269,17,0,1,68.0,61-70
269,18,1,1,78.0,71-80
269,20,0,1,75.0,71-80
270,2,2,4,80.5,81-90
270,5,2,2,86.5,81-90
270,7,1,1,81.0,81-90
270,8,0,1,67.0,61-70
270,9,0,1,71.0,71-80
270,11,3,3,81.67,81-90
270,17,1,1,78.0,71-80
270,20,1,1,86.0,81-90
271,2,3,4,83.25,81-90
271,3,0,1,74.0,71-80
271,13,1,1,80.0,81-90
271,14,0,1,70.0,71-80
271,15,1,1,86.0,81-90
271,17,2,2,83.0,81-90
271,18,2,2,83.5,81-90
271,20,1,1,77.0,71-80
272,2,3,4,77.5,71-80
272,8,0,1,76.0,71-80
272,11,2,2,80.5,81-90
272,12,2,2,83.5,81-90
272,17,1,1,94.0,91-100
272,20,1,1,83.0,81-90
273,1,1,1,84.0,81-90
273,2,4,4,84.25,81-90
273,4,1,1,84.0,81-90
273,5,1,2,75.5,71-80
273,9,1,1,86.0,81-90
273,10,2,2,80.0,81-90
273,13,1,1,84.0,81-90
273,17,1,2,79.5,71-80
273,19,0,1,69.0,61-70
274,1,2,3,79.33,71-80
274,2,3,4,80.75,81-90
274,6,1,1,97.0,91-100
274,9,0,1,75.0,71-80
274,11,0,2,70.0,71-80
274,17,1,1,96.0,91-100
274,18,1,1,91.0,91-100
275,2,4,6,83.0,81-90
275,4,2,2,84.5,81-90
275,8,0,1,73.0,71-80
275,11,0,1,71.0,71-80
275,15,1,1,81.0,81-90
275,17,1,1,79.0,71-80
275,18,1,1,77.0,71-80
275,20,0,1,67.0,61-70
276,1,1,1,92.0,91-100
276,2,3,4,80.75,81-90
276,9,1,1,89.0,81-90
276,10,0,2,73.5,71-80
276,11,0,1,73.0,71-80
276,13,1,1,90.0,91-100
276,16,1,2,80.0,81-90
276,17,1,1,78.0,71-80
276,19,1,1,85.0,81-90
277,2,2,4,77.75,71-80
277,3,1,1,82.0,81-90
277,6,0,1,70.0,71-80
277,7,1,1,81.0,81-90
277,8,0,1,67.0,61-70
277,9,0,1,66.0,61-70
277,10,1,1,89.0,81-90
277,12,1,1,88.0,81-90
277,17,1,2,74.5,71-80
278,2,4,4,89.5,81-90
278,5,1,1,90.0,91-100
278,6,1,2,81.5,81-90
278,8,1,1,81.0,81-90
278,17,2,2,81.5,81-90
278,19,1,1,86.0,81-90
278,20,0,1,68.0,61-70
279,2,2,4,79.0,71-80
279,4,1,1,81.0,81-90
279,7,1,2,77.0,71-80
279,11,1,3,74.67,71-80
279,13,1,1,77.0,71-80
279,15,1,1,77.0,71-80
279,17,2,2,79.5,71-80
280,2,2,4,77.5,71-80
280,3,1,2,75.0,71-80
280,6,1,1,94.0,91-100
280,8,1,1,85.0,81-90
280,14,1,1,87.0,81-90
280,16,1,1,82.0,81-90
280,17,2,2,80.5,81-90
280,19,1,1,96.0,91-100
281,2,4,4,82.75,81-90
281,3,1,2,83.5,81-90
281,5,1,1,85.0,81-90
281,10,1,1,92.0,91-100
281,12,0,1,74.0,71-80
281,16,1,1,79.0,71-80
281,17,1,1,80.0,81-90
281,18,0,1,72.0,71-80
281,19,1,1,82.0,81-90
282,2,4,5,86.4,81-90
282,7,1,1,79.0,71-80
282,8,1,1,79.0,71-80
282,10,2,2,89.0,81-90
282,11,0,1,62.0,61-70
282,12,1,1,84.0,81-90
282,17,1,1,82.0,81-90
282,18,1,1,82.0,81-90
283,1,0,1,68.0,61-70
283,2,3,4,79.75,71-80
283,6,1,1,94.0,91-100
283,13,1,2,75.5,71-80
283,15,1,1,79.0,71-80
283,17,0,2,68.5,61-70
283,20,1,1,87.0,81-90
284,2,5,5,88.2,81-90
284,4,1,1,85.0,81-90
284,7,0,1,75.0,71-80
284,8,1,1,90.0,91-100
284,12,1,1,88.0,81-90
284,16,2,2,91.5,91-100
284,17,1,1,77.0,71-80
284,18,2,2,88.0,81-90
285,2,4,4,84.75,81-90
285,4,0,1,74.0,71-80
285,6,1,1,92.0,91-100
285,12,2,2,79.0,71-80
285,17,0,1,72.0,71-80
285,20,1,1,88.0,81-90
286,1,1,1,82.0,81-90
286,2,3,5,78.4,71-80
286,6,1,1,78.0,71-80
286,7,1,1,78.0,71-80
286,13,1,2,75.0,71-80
286,14,0,1,75.0,71-80
286,16,1,1,86.0,81-90
286,17,0,1,75.0,71-80
287,2,4,4,80.75,81-90
287,3,0,1,70.0,71-80
287,6,2,2,81.5,81-90
287,10,0,1,67.0,61-70
287,11,2,2,80.5,81-90
287,12,1,1,79.0,71-80
287,15,1,2,76.5,71-80
287,17,1,1,85.0,81-90
288,2,2,3,77.33,71-80
288,5,1,2,75.5,71-80
288,7,1,1,76.0,71-80
288,8,0,1,73.0,71-80
288,13,1,1,77.0,71-80
288,14,2,2,83.5,81-90
288,15,0,1,76.0,71-80
288,17,1,1,79.0,71-80
288,18,1,1,81.0,81-90
288,20,1,1,79.0,71-80
289,1,1,1,87.0,81-90
289,2,3,3,83.0,81-90
289,3,0,1,73.0,71-80
289,5,1,1,81.0,81-90
289,9,1,1,86.0,81-90
289,12,2,2,81.5,81-90
289,17,2,2,79.5,71-80
289,18,1,1,87.0,81-90
290,2,2,4,78.75,71-80
290,3,1,1,87.0,81-90
290,6,0,1,74.0,71-80
290,7,1,1,79.0,71-80
290,11,0,1,70.0,71-80
290,12,1,2,82.5,81-90
290,15,0,1,63.0,61-70
290,17,1,2,80.0,81-90
290,18,1,1,82.0,81-90
291,2,2,4,79.5,71-80
291,3,1,1,81.0,81-90
291,7,1,1,86.0,81-90
291,9,1,1,84.0,81-90
291,14,1,1,85.0,81-90
291,17,2,2,88.0,81-90
292,1,0,1,64.0,61-70
292,2,4,4,84.75,81-90
292,8,1,1,87.0,81-90
292,13,1,1,93.0,91-100
292,14,0,1,75.0,71-80
292,15,1,1,78.0,71-80
292,17,1,1,80.0,81-90
292,19,1,1,79.0,71-80
293,2,3,4,84.25,81-90
293,5,1,1,80.0,81-90
293,6,0,1,72.0,71-80
293,7,0,1,72.0,71-80
293,12,0,1,75.0,71-80
293,13,0,1,70.0,71-80
293,16,0,1,73.0,71-80
293,17,2,2,87.0,81-90
293,18,0,1,76.0,71-80
294,2,2,5,77.8,71-80
294,5,1,1,90.0,91-100
294,7,1,1,89.0,81-90
294,8,1,1,80.0,81-90
294,10,0,1,70.0,71-80
294,12,2,2,84.0,81-90
294,13,1,1,82.0,81-90
294,17,0,1,75.0,71-80
294,20,1,2,76.5,71-80
295,1,1,1,80.0,81-90
295,2,3,3,91.33,91-100
295,8,1,1,79.0,71-80
295,9,1,1,82.0,81-90
295,11,1,1,81.0,81-90
295,16,1,1,80.0,81-90
295,17,1,1,82.0,81-90
295,18,2,2,84.0,81-90
295,20,1,1,88.0,81-90
296,2,2,4,81.25,81-90
296,3,0,1,74.0,71-80
296,5,1,1,80.0,81-90
296,8,1,1,86.0,81-90
296,9,1,1,78.0,71-80
296,10,1,1,86.0,81-90
296,14,0,1,76.0,71-80
296,17,1,1,80.0,81-90
296,20,1,1,84.0,81-90
297,2,3,4,82.0,81-90
297,3,1,1,88.0,81-90
297,4,1,1,87.0,81-90
297,12,2,2,80.0,81-90
297,14,1,1,86.0,81-90
297,17,1,1,86.0,81-90
297,18,1,1,82.0,81-90
297,19,1,2,76.5,71-80
298,2,4,5,83.4,81-90
298,4,1,1,78.0,71-80
298,7,1,1,78.0,71-80
298,11,1,1,83.0,81-90
298,13,1,1,78.0,71-80
298,14,1,1,83.0,81-90
298,15,0,1,74.0,71-80
298,17,0,1,73.0,71-80
298,18,1,1,80.0,81-90
298,20,0,1,68.0,61-70
299,2,2,4,77.75,71-80
299,5,3,3,85.33,81-90
299,11,1,1,80.0,81-90
299,14,1,1,86.0,81-90
299,16,0,1,74.0,71-80
299,17,0,1,65.0,61-70
299,19,1,1,85.0,81-90
300,1,0,2,74.0,71-80
300,2,3,4,77.75,71-80
300,3,1,2,82.0,81-90
300,4,0,1,69.0,61-70
300,7,1,1,80.0,81-90
300,17,1,1,85.0,81-90
300,18,1,1,83.0,81-90
300,19,0,1,71.0,71-80
300,20,0,1,72.0,71-80
301,2,3,4,76.0,71-80
301,3,0,1,74.0,71-80
301,6,1,1,91.0,91-100
301,9,1,1,78.0,71-80
301,13,0,1,70.0,71-80
301,16,1,1,84.0,81-90
301,17,1,1,93.0,91-100
301,20,1,1,81.0,81-90
302,2,3,4,83.0,81-90
302,4,1,1,83.0,81-90
302,7,2,2,85.5,81-90
302,10,2,3,80.0,81-90
302,16,1,1,84.0,81-90
302,17,1,3,70.33,71-80
302,20,1,1,94.0,91-100
303,1,1,1,79.0,71-80
303,2,4,4,82.5,81-90
303,4,0,1,73.0,71-80
303,10,1,1,77.0,71-80
303,11,1,1,87.0,81-90
303,12,1,1,76.0,71-80
303,13,0,1,72.0,71-80
303,14,1,1,81.0,81-90
303,15,1,1,79.0,71-80
303,17,1,2,78.5,71-80
303,18,1,1,82.0,81-90
304,2,3,4,78.75,71-80
304,4,1,1,90.0,91-100
304,10,1,1,84.0,81-90
304,13,0,2,74.0,71-80
304,16,1,3,75.67,71-80
304,17,1,2,74.5,71-80
305,1,1,1,79.0,71-80
305,2,1,3,77.33,71-80
305,6,0,1,63.0,61-70
305,14,1,1,82.0,81-90
305,16,1,1,92.0,91-100
305,17,1,1,83.0,81-90
305,18,1,1,86.0,81-90
305,19,1,1,84.0,81-90
305,20,1,1,87.0,81-90
306,2,3,5,80.4,81-90
306,3,0,1,73.0,71-80
306,10,1,1,91.0,91-100
306,12,1,1,94.0,91-100
306,16,1,2,80.0,81-90
306,17,1,1,93.0,91-100
306,18,1,1,89.0,81-90
307,2,1,4,76.5,71-80
307,9,1,1,80.0,81-90
307,14,1,1,82.0,81-90
307,15,1,1,81.0,81-90
307,16,1,2,81.0,81-90
307,17,1,1,80.0,81-90
308,2,4,4,89.25,81-90
308,6,1,1,93.0,91-100
308,7,1,1,84.0,81-90
308,10,1,1,81.0,81-90
308,14,0,1,62.0,61-70
308,17,0,1,75.0,71-80
308,19,0,1,72.0,71-80
309,1,0,1,76.0,71-80
309,2,3,4,82.25,81-90
309,6,1,1,79.0,71-80
309,8,0,1,74.0,71-80
309,10,1,1,94.0,91-100
309,17,1,1,91.0,91-100
309,20,0,1,72.0,71-80
310,2,2,4,81.0,81-90
310,3,1,1,81.0,81-90
310,6,1,2,77.0,71-80
310,9,1,1,79.0,71-80
310,10,0,1,73.0,71-80
310,17,4,4,79.75,71-80
311,1,1,1,87.0,81-90
311,2,3,4,78.75,71-80
311,5,1,1,93.0,91-100
311,8,0,1,67.0,61-70
311,9,0,1,66.0,61-70
311,11,0,1,67.0,61-70
311,13,1,1,94.0,91-100
311,16,0,1,64.0,61-70
311,17,1,1,89.0,81-90
312,2,4,4,84.75,81-90
312,5,1,1,93.0,91-100
312,9,1,1,87.0,81-90
312,13,1,1,86.0,81-90
312,14,1,1,80.0,81-90
312,15,0,1,72.0,71-80
312,16,1,1,96.0,91-100
312,17,1,1,88.0,81-90
313,2,1,3,76.67,71-80
313,3,1,1,87.0,81-90
313,6,1,1,80.0,81-90
313,10,3,3,85.33,81-90
313,12,1,1,76.0,71-80
313,17,1,1,78.0,71-80
313,18,1,1,76.0,71-80
313,20,0,1,67.0,61-70
314,2,1,3,78.33,71-80
314,4,1,1,88.0,81-90
314,5,1,2,79.5,71-80
314,7,0,1,72.0,71-80
314,10,0,1,70.0,71-80
314,13,0,1,76.0,71-80
314,15,1,2,78.5,71-80
314,16,0,1,71.0,71-80
314,17,0,2,75.5,71-80
315,1,1,1,94.0,91-100
315,2,4,4,82.25,81-90
315,6,1,2,77.0,71-80
315,8,1,1,77.0,71-80
315,10,2,2,83.5,81-90
315,15,1,1,81.0,81-90
315,16,1,1,90.0,91-100
315,17,1,1,83.0,81-90
315,19,1,1,80.0,81-90
315,20,1,1,97.0,91-100
316,2,4,4,85.25,81-90
316,3,1,1,81.0,81-90
316,6,1,1,84.0,81-90
316,8,1,1,85.0,81-90
316,10,1,1,79.0,71-80
316,12,1,1,85.0,81-90
316,14,1,1,85.0,81-90
316,17,0,1,67.0,61-70
316,19,1,1,79.0,71-80
317,2,3,4,83.0,81-90
317,5,1,1,92.0,91-100
317,10,1,1,78.0,71-80
317,11,1,1,81.0,81-90
317,14,1,1,84.0,81-90
317,16,1,1,83.0,81-90
317,17,3,3,83.0,81-90
318,2,3,5,79.0,71-80
318,4,1,1,86.0,81-90
318,5,1,1,78.0,71-80
318,9,2,2,80.5,81-90
318,11,0,1,76.0,71-80
318,16,0,1,74.0,71-80
318,17,1,1,77.0,71-80
319,2,3,5,79.6,71-80
319,6,1,1,76.0,71-80
319,17,1,2,84.5,81-90
319,18,1,1,80.0,81-90
319,19,1,1,79.0,71-80
319,20,1,1,85.0,81-90
320,2,4,4,82.0,81-90
320,3,1,1,78.0,71-80
320,4,2,2,80.5,81-90
320,6,2,2,83.5,81-90
320,8,1,2,76.5,71-80
320,12,1,1,82.0,81-90
320,13,1,1,79.0,71-80
320,14,1,1,76.0,71-80
320,17,1,1,81.0,81-90
321,1,0,1,76.0,71-80
321,2,2,4,80.25,81-90
321,3,1,1,80.0,81-90
321,4,1,1,85.0,81-90
321,5,1,1,79.0,71-80
321,9,1,1,88.0,81-90
321,15,0,1,69.0,61-70
321,16,1,1,83.0,81-90
321,17,1,1,82.0,81-90
322,2,3,4,82.5,81-90
322,4,0,1,68.0,61-70
322,11,0,1,73.0,71-80
322,13,1,1,86.0,81-90
322,17,1,2,77.0,71-80
322,19,1,1,95.0,91-100
322,20,2,2,85.5,81-90
323,1,1,1,83.0,81-90
323,2,3,4,79.0,71-80
323,3,1,1,80.0,81-90
323,11,1,1,83.0,81-90
323,13,0,1,76.0,71-80
323,17,2,2,82.5,81-90
323,19,0,1,68.0,61-70
324,2,4,4,85.0,81-90
324,6,1,1,83.0,81-90
324,8,1,1,88.0,81-90
324,11,1,1,83.0,81-90
324,13,1,1,80.0,81-90
324,14,1,1,82.0,81-90
324,16,1,1,87.0,81-90
324,17,2,3,78.33,71-80
325,2,2,4,82.5,81-90
325,4,1,2,84.0,81-90
325,5,1,1,77.0,71-80
325,8,1,1,77.0,71-80
325,12,0,1,72.0,71-80
325,15,0,1,71.0,71-80
325,17,1,2,74.5,71-80
326,2,3,4,83.25,81-90
326,9,0,1,68.0,61-70
326,12,0,2,74.5,71-80
326,14,0,1,75.0,71-80
326,17,2,2,93.0,91-100
326,20,1,1,89.0,81-90
327,2,1,4,73.5,71-80
327,5,1,1,80.0,81-90
327,6,1,1,86.0,81-90
327,7,0,1,75.0,71-80
327,9,1,2,81.0,81-90
327,10,2,2,85.5,81-90
327,11,1,1,86.0,81-90
327,12,1,1,88.0,81-90
327,17,1,1,79.0,71-80
327,20,1,1,83.0,81-90
328,2,1,3,77.0,71-80
328,3,0,1,75.0,71-80
328,6,1,1,92.0,91-100
328,7,1,1,79.0,71-80
328,10,1,1,80.0,81-90
328,13,0,1,68.0,61-70
328,15,1,1,78.0,71-80
328,17,0,1,69.0,61-70
328,18,0,1,74.0,71-80
329,2,1,4,77.5,71-80
329,4,1,1,86.0,81-90
