user_id,learning_path_id,total_certifications,total_courses_assigned,average_rating
293,6,0,1,72.0
293,7,0,1,72.0
293,12,0,1,75.0
293,13,0,1,70.0
293,16,0,1,73.0
293,17,2,2,87.0
293,18,0,1,76.0
294,2,2,5,77.8
294,5,1,1,90.0
294,7,1,1,89.0
294,8,1,1,80.0
294,10,0,1,70.0
294,12,2,2,84.0
294,13,1,1,82.0
294,17,0,1,75.0
294,20,1,2,76.5
295,1,1,1,80.0
295,2,3,3,91.33
295,8,1,1,79.0
295,9,1,1,82.0
295,11,1,1,81.0
295,16,1,1,80.0
295,17,1,1,82.0
295,18,2,2,84.0
295,20,1,1,88.0
296,2,2,4,81.25
296,3,0,1,74.0
296,5,1,1,80.0
296,8,1,1,86.0
296,9,1,1,78.0
296,10,1,1,86.0
296,14,0,1,76.0
296,17,1,1,80.0
296,20,1,1,84.0
297,2,3,4,82.0
297,3,1,1,88.0
297,4,1,1,87.0
297,12,2,2,80.0
297,14,1,1,86.0
297,17,1,1,86.0
297,18,1,1,82.0
297,19,1,2,76.5
298,2,4,5,83.4
298,4,1,1,78.0
298,7,1,1,78.0
298,11,1,1,83.0
298,13,1,1,78.0
298,14,1,1,83.0
298,15,0,1,74.0
298,17,0,1,73.0
298,18,1,1,80.0
298,20,0,1,68.0
299,2,2,4,77.75
299,5,3,3,85.33
299,11,1,1,80.0
299,14,1,1,86.0
299,16,0,1,74.0
299,17,0,1,65.0
299,19,1,1,85.0
300,1,0,2,74.0
300,2,3,4,77.75
300,3,1,2,82.0
300,4,0,1,69.0
300,7,1,1,80.0
300,17,1,1,85.0
300,18,1,1,83.0
300,19,0,1,71.0
300,20,0,1,72.0
301,2,3,4,76.0
301,3,0,1,74.0
301,6,1,1,91.0
301,9,1,1,78.0
301,13,0,1,70.0
301,16,1,1,84.0
301,17,1,1,93.0
301,20,1,1,81.0
302,2,3,4,83.0
302,4,1,1,83.0
302,7,2,2,85.5
302,10,2,3,80.0
302,16,1,1,84.0
302,17,1,3,70.33
302,20,1,1,94.0
303,1,1,1,79.0
303,2,4,4,82.5
303,4,0,1,73.0
303,10,1,1,77.0
303,11,1,1,87.0
303,12,1,1,76.0
303,13,0,1,72.0
303,14,1,1,81.0
303,15,1,1,79.0
303,17,1,2,78.5
303,18,1,1,82.0
304,2,3,4,78.75
304,4,1,1,90.0
304,10,1,1,84.0
304,13,0,2,74.0
304,16,1,3,75.67
304,17,1,2,74.5
305,1,1,1,79.0
305,2,1,3,77.33
305,6,0,1,63.0
305,14,1,1,82.0
305,16,1,1,92.0
305,17,1,1,83.0
305,18,1,1,86.0
305,19,1,1,84.0
305,20,1,1,87.0
306,2,3,5,80.4
306,3,0,1,73.0
306,10,1,1,91.0
306,12,1,1,94.0
306,16,1,2,80.0
306,17,1,1,93.0
306,18,1,1,89.0
307,2,1,4,76.5
307,9,1,1,80.0
307,14,1,1,82.0
307,15,1,1,81.0
307,16,1,2,81.0
307,17,1,1,80.0
308,2,4,4,89.25
308,6,1,1,93.0
308,7,1,1,84.0
308,10,1,1,81.0
308,14,0,1,62.0
308,17,0,1,75.0
308,19,0,1,72.0
309,1,0,1,76.0
309,2,3,4,82.25
309,6,1,1,79.0
309,8,0,1,74.0
309,10,1,1,94.0
309,17,1,1,91.0
309,20,0,1,72.0
310,2,2,4,81.0
310,3,1,1,81.0
310,6,1,2,77.0
310,9,1,1,79.0
310,10,0,1,73.0
310,17,4,4,79.75
311,1,1,1,87.0
311,2,3,4,78.75
311,5,1,1,93.0
311,8,0,1,67.0
311,9,0,1,66.0
311,11,0,1,67.0
311,13,1,1,94.0
311,16,0,1,64.0
311,17,1,1,89.0
312,2,4,4,84.75
312,5,1,1,93.0
312,9,1,1,87.0
312,13,1,1,86.0
312,14,1,1,80.0
312,15,0,1,72.0
312,16,1,1,96.0
312,17,1,1,88.0
313,2,1,3,76.67
313,3,1,1,87.0
313,6,1,1,80.0
313,10,3,3,85.33
313,12,1,1,76.0
313,17,1,1,78.0
313,18,1,1,76.0
313,20,0,1,67.0
314,2,1,3,78.33
314,4,1,1,88.0
314,5,1,2,79.5
314,7,0,1,72.0
314,10,0,1,70.0
314,13,0,1,76.0
314,15,1,2,78.5
314,16,0,1,71.0
314,17,0,2,75.5
315,1,1,1,94.0
315,2,4,4,82.25
315,6,1,2,77.0
315,8,1,1,77.0
315,10,2,2,83.5
315,15,1,1,81.0
315,16,1,1,90.0
315,17,1,1,83.0
315,19,1,1,80.0
315,20,1,1,97.0
316,2,4,4,85.25
316,3,1,1,81.0
316,6,1,1,84.0
316,8,1,1,85.0
316,10,1,1,79.0
316,12,1,1,85.0
316,14,1,1,85.0
316,17,0,1,67.0
316,19,1,1,79.0
317,2,3,4,83.0
317,5,1,1,92.0
317,10,1,1,78.0
317,11,1,1,81.0
317,14,1,1,84.0
317,16,1,1,83.0
317,17,3,3,83.0
318,2,3,5,79.0
318,4,1,1,86.0
318,5,1,1,78.0
318,9,2,2,80.5
318,11,0,1,76.0
318,16,0,1,74.0
318,17,1,1,77.0
319,2,3,5,79.6
319,6,1,1,76.0
319,17,1,2,84.5
319,18,1,1,80.0
319,19,1,1,79.0
319,20,1,1,85.0
320,2,4,4,82.0
320,3,1,1,78.0
320,4,2,2,80.5
320,6,2,2,83.5
320,8,1,2,76.5
320,12,1,1,82.0
320,13,1,1,79.0
320,14,1,1,76.0
320,17,1,1,81.0
321,1,0,1,76.0
321,2,2,4,80.25
321,3,1,1,80.0
321,4,1,1,85.0
321,5,1,1,79.0
321,9,1,1,88.0
321,15,0,1,69.0
321,16,1,1,83.0
321,17,1,1,82.0
322,2,3,4,82.5
322,4,0,1,68.0
322,11,0,1,73.0
322,13,1,1,86.0
322,17,1,2,77.0
322,19,1,1,95.0
322,20,2,2,85.5
323,1,1,1,83.0
323,2,3,4,79.0
323,3,1,1,80.0
323,11,1,1,83.0
323,13,0,1,76.0
323,17,2,2,82.5
323,19,0,1,68.0
324,2,4,4,85.0
324,6,1,1,83.0
324,8,1,1,88.0
324,11,1,1,83.0
324,13,1,1,80.0
324,14,1,1,82.0
324,16,1,1,87.0
324,17,2,3,78.33
325,2,2,4,82.5
325,4,1,2,84.0
325,5,1,1,77.0
325,8,1,1,77.0
325,12,0,1,72.0
325,15,0,1,71.0
325,17,1,2,74.5
326,2,3,4,83.25
326,9,0,1,68.0
326,12,0,2,74.5
326,14,0,1,75.0
326,17,2,2,93.0
326,20,1,1,89.0
327,2,1,4,73.5
327,5,1,1,80.0
327,6,1,1,86.0
327,7,0,1,75.0
327,9,1,2,81.0
327,10,2,2,85.5
327,11,1,1,86.0
327,12,1,1,88.0
327,17,1,1,79.0
327,20,1,1,83.0
328,2,1,3,77.0
328,3,0,1,75.0
328,6,1,1,92.0
328,7,1,1,79.0
328,10,1,1,80.0
328,13,0,1,68.0
328,15,1,1,78.0
328,17,0,1,69.0
328,18,0,1,74.0
329,2,1,4,77.5
329,4,1,1,86.0
329,6,0,1,73.0
329,9,1,1,82.0
329,10,0,1,70.0
329,11,1,1,86.0
329,12,1,1,87.0
329,15,0,1,71.0
329,16,0,1,74.0
329,17,1,1,88.0
329,18,1,1,80.0
330,2,2,5,75.0
330,5,0,1,68.0
330,9,1,1,80.0
330,13,1,1,80.0
330,15,1,1,84.0
330,17,1,1,94.0
331,2,3,4,79.25
331,9,2,2,80.5
331,10,1,1,84.0
331,15,0,1,72.0
331,17,1,1,86.0
331,18,1,1,81.0
331,19,1,1,88.0
332,2,5,5,83.2
332,3,1,1,82.0
332,5,1,1,85.0
332,6,1,1,79.0
332,10,1,1,79.0
332,13,1,1,85.0
332,17,1,2,84.5
332,19,2,2,81.5
333,2,3,4,80.0
333,6,1,2,77.0
333,10,1,1,84.0
333,12,1,1,87.0
333,13,1,2,75.5
333,17,1,1,91.0
334,2,2,3,81.33
334,4,0,1,69.0
334,5,1,2,73.0
334,9,2,2,91.0
334,10,0,2,71.0
334,12,1,1,83.0
334,13,0,1,66.0
334,17,1,1,93.0
334,19,1,1,78.0
335,2,3,4,80.25
335,3,1,1,80.0
335,5,1,2,78.0
335,7,0,1,75.0
335,8,2,2,89.5
335,16,1,1,81.0
335,17,1,1,91.0
335,20,1,1,78.0
336,2,1,5,73.6
336,5,1,1,86.0
336,6,1,1,85.0
336,7,1,2,81.5
336,8,0,1,76.0
336,13,0,1,71.0
336,16,0,1,74.0
337,1,3,3,87.67
337,2,4,4,84.25
337,9,1,1,78.0
337,10,2,2,84.0
337,16,2,2,81.5
337,17,1,1,80.0
337,18,1,1,80.0
338,1,0,1,70.0
338,2,2,4,76.25
338,12,2,2,84.0
338,14,1,1,84.0
338,16,1,1,85.0
338,17,1,1,85.0
339,2,2,4,77.25
339,3,0,1,67.0
339,7,1,2,77.5
339,9,0,1,75.0
339,10,1,1,90.0
339,17,1,1,88.0
339,18,1,1,81.0
340,2,1,4,72.25
340,7,0,1,75.0
340,13,0,1,72.0
340,15,0,1,68.0
340,17,2,2,86.0
340,18,1,1,88.0
341,2,4,4,91.0
341,6,0,1,68.0
341,7,0,1,69.0
341,8,1,1,78.0
341,10,1,1,86.0
341,11,1,1,86.0
341,14,1,1,78.0
341,17,1,1,81.0
341,18,2,2,85.5
342,2,2,4,75.25
342,3,1,1,89.0
342,6,2,3,84.0
342,10,0,1,66.0
342,15,1,1,88.0
342,17,1,1,85.0
342,20,1,1,78.0
343,1,0,1,76.0
343,2,2,4,76.5
343,4,1,1,77.0
343,7,1,1,82.0
343,8,1,1,91.0
343,9,1,1,79.0
343,11,0,1,75.0
343,17,0,1,76.0
343,18,1,1,77.0
344,2,4,4,86.75
344,4,0,1,76.0
344,5,1,1,96.0
344,7,1,1,81.0
344,10,1,1,90.0
344,11,1,1,77.0
344,12,2,2,84.0
344,13,1,1,86.0
344,14,1,1,84.0
344,15,0,1,74.0
344,17,1,1,78.0
345,1,0,1,68.0
345,2,4,4,85.5
345,6,1,1,85.0
345,9,1,1,81.0
345,16,1,1,85.0
345,17,0,1,72.0
345,18,1,1,75.0
345,20,1,1,90.0
346,1,1,1,94.0
346,2,4,4,85.75
346,9,2,2,90.0
346,14,0,1,75.0
346,17,1,2,77.5
347,1,1,1,94.0
347,2,1,4,76.0
347,4,0,1,73.0
347,5,1,1,90.0
347,10,1,1,78.0
347,11,1,1,88.0
347,13,1,1,79.0
347,17,1,2,79.0
347,19,1,1,86.0
347,20,1,1,82.0
348,2,4,4,81.75
348,3,0,1,71.0
348,4,1,2,73.5
348,5,1,1,92.0
348,9,1,1,84.0
348,14,0,1,70.0
348,17,0,1,74.0
348,18,1,1,89.0
349,2,2,4,76.0
349,9,1,2,79.0
349,12,2,2,89.5
349,13,1,1,84.0
349,15,1,2,78.5
349,16,1,1,79.0
349,17,1,1,85.0
350,1,0,1,75.0
350,2,3,4,77.0
350,5,2,2,90.5
350,9,1,1,85.0
350,11,0,1,73.0
350,14,1,1,80.0
350,15,1,1,92.0
350,17,1,1,92.0
351,2,5,5,83.4
351,3,1,1,85.0
351,5,2,2,82.5
351,6,1,1,82.0
351,10,1,1,83.0
351,13,1,2,81.5
351,15,0,1,68.0
351,17,1,1,76.0
351,19,1,1,86.0
352,2,4,5,84.2
352,8,1,1,93.0
352,9,1,1,78.0
352,11,1,2,76.0
352,15,0,1,73.0
352,16,0,1,74.0
352,17,2,2,81.5
352,18,1,1,85.0
352,19,0,1,75.0
353,2,3,5,81.6
353,6,1,2,74.5
353,7,0,1,70.0
353,11,0,1,75.0
353,13,0,1,69.0
353,15,1,1,82.0
353,17,1,1,79.0
353,19,1,1,80.0
354,1,0,1,76.0
354,2,3,4,77.75
354,3,0,1,68.0
354,5,0,1,70.0
354,7,0,1,73.0
354,10,1,1,88.0
354,17,1,1,83.0
354,18,1,1,94.0
355,1,1,1,81.0
355,2,3,4,81.5
355,3,1,1,82.0
355,6,1,1,86.0
355,9,1,1,78.0
355,10,3,3,84.33
355,13,1,1,82.0
355,17,0,1,73.0
356,2,3,4,75.75
356,3,1,1,78.0
356,7,1,1,81.0
356,14,1,1,77.0
356,15,2,2,79.0
356,16,2,2,88.0
356,17,0,1,70.0
356,20,0,1,62.0
357,2,1,4,72.0
357,3,1,2,77.5
357,5,1,1,81.0
357,7,1,1,77.0
357,9,0,1,71.0
357,17,1,1,89.0
358,2,5,5,81.2
358,7,1,1,88.0
358,13,1,2,76.5
358,14,0,1,65.0
358,16,1,1,85.0
358,17,1,1,81.0
359,2,1,4,73.75
359,7,0,1,77.0
359,9,2,2,78.5
359,10,1,1,79.0
359,12,1,1,91.0
359,14,1,1,86.0
359,17,0,1,74.0
360,2,3,5,77.2
360,4,1,1,89.0
360,5,1,2,82.0
360,9,1,1,82.0
360,11,1,1,77.0
360,14,2,2,81.0
360,17,1,1,81.0
361,1,0,1,75.0
361,2,3,5,77.4
361,3,1,2,79.5
361,5,1,1,77.0
361,6,0,1,68.0
361,8,1,1,83.0
361,10,1,2,82.0
361,17,1,2,82.0
362,1,0,1,64.0
362,2,2,4,77.25
362,5,1,1,81.0
362,9,1,1,80.0
362,11,1,1,82.0
362,17,0,1,69.0
362,18,0,1,63.0
362,19,0,1,73.0
363,2,3,4,80.5
363,7,1,1,78.0
363,9,0,1,66.0
363,10,1,1,77.0
363,15,1,3,74.0
363,17,1,1,82.0
363,20,1,2,73.5
364,2,3,4,81.0
364,4,0,1,73.0
364,11,1,1,90.0
364,13,0,1,73.0
364,14,1,1,82.0
364,17,0,1,74.0
364,19,1,1,89.0
364,20,1,1,85.0
365,2,4,5,78.4
365,3,0,2,75.5
365,8,0,1,77.0
365,11,1,2,77.5
365,15,2,2,78.5
365,17,3,3,87.0
366,2,3,4,80.5
366,4,1,1,79.0
366,5,1,1,91.0
366,9,1,1,82.0
366,12,1,1,88.0
366,16,1,1,86.0
366,17,2,2,84.0
367,1,1,1,88.0
367,2,3,4,79.25
367,5,1,1,84.0
367,8,0,1,69.0
367,9,1,1,83.0
367,12,1,1,84.0
367,13,0,1,75.0
367,14,1,1,78.0
367,17,2,2,84.5
368,2,2,3,77.0
368,6,1,1,79.0
368,8,1,1,92.0
368,13,1,1,78.0
368,14,1,2,73.0
368,16,2,3,81.33
368,17,1,1,93.0
369,1,1,1,95.0
369,2,3,4,81.25
369,3,1,1,83.0
369,7,1,1,80.0
369,9,1,2,75.0
369,10,0,1,76.0
369,14,1,1,87.0
369,16,1,1,84.0
369,17,1,1,80.0
369,18,1,1,83.0
370,2,3,5,81.0
370,6,1,2,74.0
370,9,0,1,68.0
370,13,1,1,82.0
370,16,1,1,83.0
370,17,0,2,74.0
370,19,1,1,78.0
370,20,1,1,80.0
371,2,3,4,78.75
371,5,0,1,72.0
371,8,2,2,86.0
371,11,1,1,80.0
371,16,0,1,73.0
371,17,1,1,79.0
371,20,1,1,88.0
372,2,3,4,83.0
372,5,1,2,81.0
372,12,2,2,77.5
372,13,0,1,76.0
372,15,1,1,83.0
372,17,0,1,64.0
372,18,2,2,92.0
373,2,3,5,79.0
373,7,0,1,69.0
373,8,1,1,86.0
373,9,1,1,80.0
373,10,1,1,91.0
373,12,1,1,94.0
373,13,0,1,69.0
373,17,0,1,74.0
374,2,3,5,80.0
374,3,1,1,93.0
374,5,3,3,87.33
374,9,1,1,78.0
374,10,0,1,64.0
374,13,2,2,78.0
374,16,1,1,84.0
374,20,1,1,88.0
375,1,1,1,95.0
375,2,3,4,82.25
375,4,1,1,81.0
375,6,1,1,79.0
375,8,2,2,96.0
375,9,0,1,71.0
375,10,1,1,89.0
375,13,1,1,81.0
375,17,2,2,88.5
376,2,4,4,84.75
376,6,1,1,84.0
376,8,0,1,72.0
376,11,1,1,83.0
376,17,1,1,93.0
376,18,1,1,80.0
376,20,0,1,71.0
377,2,3,5,76.0
377,11,1,2,80.5
377,14,0,1,67.0
377,15,1,1,82.0
377,17,1,1,80.0
378,1,1,1,78.0
378,2,2,4,74.5
378,4,1,1,92.0
378,5,1,1,79.0
378,9,1,1,93.0
378,10,1,1,85.0
378,12,0,1,74.0
378,16,1,1,81.0
378,17,1,1,80.0
378,20,1,2,78.0
379,1,1,1,93.0
379,2,4,5,84.4
379,6,0,1,76.0
379,8,1,1,83.0
379,9,1,1,96.0
379,12,1,1,81.0
379,13,1,1,82.0
379,15,1,1,86.0
379,17,1,1,80.0
379,19,1,1,86.0
380,2,3,7,74.71
380,8,1,1,85.0
380,11,1,1,92.0
380,14,0,1,73.0
380,15,1,1,89.0
380,17,2,2,83.0
380,19,2,2,84.5
381,2,4,4,83.0
381,3,1,2,79.0
381,8,1,1,82.0
381,9,0,1,74.0
381,17,0,1,73.0
381,20,0,1,74.0
382,2,3,4,78.0
382,3,2,2,83.5
382,11,1,1,89.0
382,15,1,1,81.0
382,17,1,1,95.0
382,19,1,1,84.0
382,20,1,2,77.0
383,2,1,5,75.6
383,3,1,1,80.0
383,5,0,1,75.0
383,6,1,2,73.5
383,11,1,2,73.0
383,14,1,1,88.0
383,17,0,1,71.0
383,19,1,1,81.0
384,1,0,1,69.0
384,2,3,4,82.25
384,4,1,1,86.0
384,6,1,1,85.0
384,7,1,1,80.0
384,8,1,1,86.0
384,10,1,1,96.0
384,16,1,1,92.0
384,17,1,2,74.5
384,18,1,1,86.0
385,2,2,4,77.0
385,4,0,1,74.0
385,5,2,2,81.0
385,6,0,3,73.67
385,10,0,1,75.0
385,13,0,1,72.0
385,17,0,1,76.0
385,18,1,1,90.0
386,1,1,1,78.0
386,2,2,3,82.0
386,6,1,1,84.0
386,7,2,2,86.0
386,8,1,1,88.0
386,10,0,1,65.0
386,11,1,1,81.0
386,17,0,1,69.0
387,2,3,4,77.25
387,3,1,1,90.0
387,6,1,1,82.0
387,8,1,1,80.0
387,9,2,2,93.0
387,10,1,1,83.0
387,14,1,1,78.0
387,15,1,1,82.0
387,16,1,1,78.0
387,17,1,1,85.0
387,19,1,1,88.0
388,2,3,5,80.4
388,4,2,2,87.5
388,11,1,1,82.0
388,17,2,2,78.5
388,20,1,1,87.0
389,2,4,5,77.8
389,5,0,1,71.0
389,12,1,1,90.0
389,17,2,2,89.5
389,20,1,1,77.0
390,2,1,4,72.75
390,6,1,1,83.0
390,13,1,1,80.0
390,17,2,2,82.5
390,18,2,2,84.0
390,20,0,1,71.0
391,1,1,1,79.0
391,2,2,4,77.25
391,4,1,2,76.0
391,5,1,1,94.0
391,6,1,1,81.0
391,8,1,2,75.5
391,9,1,1,82.0
391,11,1,1,81.0
391,17,0,1,76.0
391,20,0,1,76.0
392,2,3,5,78.0
392,3,1,1,86.0
392,5,1,1,76.0
392,8,1,1,89.0
392,11,1,1,86.0
392,17,1,1,95.0
392,20,0,1,75.0
393,2,2,5,78.6
393,4,0,1,73.0
393,9,1,1,77.0
393,10,0,1,74.0
393,15,1,1,78.0
393,16,1,1,90.0
393,17,1,1,84.0
393,18,0,1,72.0
393,19,1,1,78.0
393,20,0,2,75.5
394,1,0,1,76.0
394,2,4,4,85.0
394,9,1,1,87.0
394,11,1,1,80.0
394,16,1,1,89.0
394,17,1,1,80.0
394,18,0,1,64.0
394,19,0,1,70.0
395,2,4,5,81.2
395,6,1,1,85.0
395,10,1,1,82.0
395,12,1,1,81.0
395,15,1,1,79.0
395,16,2,2,78.0
395,17,3,3,78.33
395,18,1,1,85.0
396,2,3,5,77.6
396,4,1,1,80.0
396,5,1,1,88.0
396,6,0,1,65.0
396,9,1,1,84.0
396,12,1,1,92.0
396,17,1,1,85.0
397,2,3,4,78.75
397,6,1,1,78.0
397,12,0,1,75.0
397,13,1,1,86.0
397,14,0,1,72.0
397,16,0,1,64.0
397,17,2,2,88.0
398,2,3,4,86.0
398,3,1,2,79.0
398,11,0,2,74.0
398,17,2,2,84.5
398,18,1,3,72.67
399,2,3,4,81.75
399,7,0,1,75.0
399,9,1,1,79.0
399,12,1,1,79.0
399,13,0,1,75.0
399,15,1,1,77.0
399,17,2,2,82.5
399,18,0,1,71.0
399,20,1,1,92.0
400,1,1,1,84.0
400,2,2,4,77.75
400,3,1,1,92.0
400,7,1,1,94.0
400,8,1,1,93.0
400,9,0,1,74.0
400,11,1,1,95.0
400,12,1,1,86.0
400,14,0,1,75.0
400,16,0,1,72.0
400,17,0,1,70.0
400,18,1,1,88.0
401,1,1,1,84.0
401,2,4,5,83.0
401,3,1,1,89.0
401,13,2,2,86.0
401,17,1,1,77.0
401,18,1,1,85.0
402,2,2,5,79.6
402,9,0,1,68.0
402,11,1,1,92.0
402,13,0,1,76.0
402,14,1,1,84.0
402,15,1,1,88.0
402,16,0,1,75.0
402,17,1,3,75.67
403,2,5,5,83.4
403,3,2,2,87.5
403,4,0,1,75.0
403,10,0,1,75.0
403,13,1,1,93.0
403,14,1,1,87.0
403,16,1,1,81.0
403,17,1,1,88.0
404,2,4,4,84.25
404,6,0,1,76.0
404,9,1,1,85.0
404,10,1,1,77.0
404,14,1,1,83.0
404,15,2,2,83.5
404,16,1,1,80.0
404,17,1,1,82.0
405,1,1,1,82.0
405,2,2,5,77.2
405,3,1,1,89.0
405,7,1,1,77.0
405,11,2,2,87.5
405,13,0,1,70.0
405,17,1,2,77.5
405,19,0,2,69.0
406,2,3,4,83.25
406,4,1,1,85.0
406,6,0,1,70.0
406,9,0,1,64.0
406,11,1,1,78.0
406,12,0,1,72.0
406,13,1,1,91.0
406,14,1,1,82.0
406,15,1,1,77.0
406,16,0,1,67.0
406,17,0,1,68.0
406,19,1,1,86.0
407,1,1,1,96.0
407,2,2,4,77.0
407,4,1,1,96.0
407,9,1,1,89.0
407,11,0,1,68.0
407,14,0,1,76.0
407,17,1,1,84.0
407,19,0,1,71.0
408,1,2,2,86.0
408,2,1,4,72.5
408,7,1,1,81.0
408,9,1,2,79.5
408,16,1,1,85.0
408,17,1,1,80.0
409,2,4,4,81.0
409,3,1,1,86.0
409,9,1,1,85.0
409,17,1,2,78.5
409,18,1,2,82.0
410,2,2,4,79.5
410,4,1,1,84.0
410,9,1,1,87.0
410,11,0,1,68.0
410,18,1,1,92.0
410,19,2,2,80.0
410,20,1,1,84.0
411,2,3,5,81.0
411,6,0,1,75.0
411,7,1,1,80.0
411,8,1,1,81.0
411,13,1,2,84.0
411,17,1,1,77.0
412,2,2,4,78.0
412,10,1,1,94.0
412,12,0,1,73.0
412,14,0,1,75.0
412,17,1,1,80.0
412,19,0,1,76.0
412,20,0,1,72.0
413,1,0,1,74.0
413,2,1,4,71.75
413,6,0,1,72.0
413,12,1,1,97.0
413,14,1,1,94.0
413,15,1,1,77.0
413,17,1,1,77.0
413,20,1,1,81.0
414,1,0,1,68.0
414,2,3,4,81.75
414,4,1,1,78.0
414,6,0,1,69.0
414,8,1,1,80.0
414,10,1,1,88.0
414,17,1,1,79.0
415,1,0,1,76.0
415,2,3,4,77.75
415,4,1,1,84.0
415,8,1,1,81.0
415,9,1,1,80.0
415,10,1,1,91.0
415,11,1,1,88.0
415,13,0,1,72.0
415,17,1,1,86.0
415,20,0,1,71.0
416,2,3,4,80.5
416,4,1,1,88.0
416,5,1,1,77.0
416,11,0,1,77.0
416,12,0,1,73.0
416,13,0,1,68.0
416,17,0,1,66.0
416,18,0,1,70.0
417,2,3,3,91.67
417,4,1,1,84.0
417,10,1,1,79.0
417,14,0,1,67.0
417,15,1,1,77.0
417,17,1,1,83.0
417,18,0,2,69.0
417,19,1,1,86.0
418,1,1,1,80.0
418,2,4,4,86.25
418,11,0,1,77.0
418,15,0,1,76.0
418,17,1,1,93.0
418,19,1,1,79.0
418,20,1,1,80.0
419,2,5,5,83.0
419,4,1,1,80.0
419,5,0,1,73.0
419,6,1,1,89.0
419,7,2,2,91.0
419,13,1,1,78.0
419,14,1,1,78.0
419,17,0,1,67.0
419,20,1,2,73.0
420,2,5,6,81.67
420,5,0,1,75.0
420,6,1,1,82.0
420,7,1,1,95.0
420,8,1,1,91.0
420,16,1,1,89.0
420,17,1,1,81.0
420,18,1,1,89.0
420,19,0,1,68.0
421,2,4,4,81.75
421,6,0,1,76.0
421,7,1,1,87.0
421,12,1,1,91.0
421,15,1,1,77.0
421,16,1,1,80.0
421,17,1,1,94.0
422,1,1,1,78.0
422,2,1,3,78.67
422,3,0,1,63.0
422,7,1,1,91.0
422,8,2,2,90.0
422,13,1,1,97.0
422,14,1,1,88.0
422,17,0,1,73.0
422,18,1,1,83.0
422,19,0,1,76.0
423,2,2,5,77.6
423,3,1,1,80.0
423,5,2,2,81.0
423,7,2,2,86.5
423,8,0,1,64.0
423,9,1,1,87.0
423,11,1,1,80.0
423,12,0,1,77.0
423,19,1,1,88.0
424,2,3,4,83.0
424,8,0,1,75.0
424,11,1,1,78.0
424,14,1,1,89.0
424,17,1,1,78.0
424,18,0,1,71.0
424,19,2,2,82.5
425,2,5,5,85.2
425,7,1,1,84.0
425,9,1,1,77.0
425,13,0,1,73.0
425,17,1,1,76.0
425,20,0,2,73.5
426,1,1,1,78.0
426,2,3,4,81.75
426,12,0,1,76.0
426,14,0,2,72.5
426,17,1,1,77.0
426,18,1,1,83.0
427,2,3,4,79.75
427,8,1,1,79.0
427,9,1,1,85.0
427,14,1,1,82.0
427,17,0,1,71.0
427,18,1,1,94.0
427,19,1,1,78.0
428,2,4,4,82.75
428,8,1,1,85.0
428,9,0,1,71.0
428,13,1,1,86.0
428,15,1,2,84.5
428,17,1,1,82.0
428,18,0,1,63.0
429,2,2,4,77.75
429,3,1,1,95.0
429,4,0,1,75.0
429,7,1,1,99.0
429,8,1,1,83.0
429,15,2,2,86.5
429,17,1,1,86.0
430,2,2,4,77.75
430,7,1,1,86.0
430,9,0,1,69.0
430,12,0,1,76.0
430,13,1,1,84.0
430,17,1,2,75.0
430,20,1,1,89.0
431,2,4,5,81.6
431,3,1,1,82.0
431,4,2,2,79.5
431,5,1,1,95.0
431,8,1,1,94.0
431,11,1,1,80.0
431,12,1,1,90.0
431,13,0,1,63.0
431,17,1,1,93.0
431,18,1,1,85.0
432,2,3,4,82.5
432,4,1,1,84.0
432,7,1,1,81.0
432,8,0,1,76.0
432,11,1,2,77.5
432,17,2,2,82.5
432,20,1,1,89.0
433,2,1,4,75.5
433,5,1,1,87.0
433,6,0,1,70.0
433,11,1,1,77.0
433,15,0,1,68.0
433,16,1,1,80.0
433,17,1,1,84.0
433,19,1,1,80.0
433,20,1,1,84.0
434,1,0,2,70.5
434,2,2,4,77.25
434,3,1,2,78.5
434,9,1,1,86.0
434,12,1,1,85.0
434,15,1,1,90.0
434,16,1,1,89.0
434,17,2,2,79.0
434,20,1,1,81.0
435,1,1,1,86.0
435,2,2,4,77.5
435,3,1,1,91.0
435,8,1,1,78.0
435,12,0,1,71.0
435,15,1,2,79.5
435,16,0,1,74.0
435,17,1,1,86.0
435,18,2,2,77.5
435,19,0,1,71.0
436,2,2,4,79.75
436,4,1,1,79.0
436,5,1,1,76.0
436,7,1,1,83.0
436,11,0,1,71.0
436,16,2,2,85.5
436,17,1,1,83.0
437,1,1,1,83.0
437,2,3,4,77.0
437,3,1,1,93.0
437,4,0,1,71.0
437,7,0,1,71.0
437,10,0,1,67.0
437,14,0,1,68.0
437,17,2,2,86.5
438,1,1,1,79.0
438,2,5,5,84.4
438,3,0,1,72.0
438,9,0,1,77.0
438,12,1,3,77.67
438,15,1,1,86.0
438,16,0,1,74.0
438,17,1,2,78.5
439,2,1,4,72.25
439,4,0,1,75.0
439,5,2,2,81.0
439,6,0,1,68.0
439,7,0,2,74.0
439,12,1,1,80.0
439,17,1,2,75.5
439,18,1,1,90.0
439,20,0,1,72.0
440,2,3,4,79.75
440,6,1,1,85.0
440,10,0,1,76.0
440,11,2,2,80.0
440,12,0,1,64.0
440,13,1,1,89.0
440,15,1,1,83.0
440,17,2,2,82.0
441,2,2,4,77.5
441,5,1,1,84.0
441,7,1,2,76.0
441,16,2,2,81.5
441,17,2,2,78.5
